employee_id,department,job_role,gender,age,years_at_company,monthly_salary,annual_salary,performance_rating,work_life_balance,overtime,training_hours,job_satisfaction,distance_from_home_km,attrition
EMP-30285,Finance,Accountant,Male,56,10,5443,65324,3,1,Yes,37,2,26,Yes
EMP-30286,Engineering,Engineering Lead,Female,29,8,4043,48518,1,2,No,9,5,28,Yes
EMP-30287,Human Resources,People Partner,Non-Binary,47,18,9378,112542,1,2,No,29,3,31,No
EMP-30288,Finance,Accountant,Non-Binary,26,2,8842,106107,3,2,Yes,16,3,9,Yes
EMP-30289,Marketing,Content Strategist,Female,39,3,12908,154897,3,1,Yes,44,5,44,Yes
EMP-30290,Engineering,Engineering Lead,Male,29,8,3762,45153,3,3,No,36,1,24,Yes
EMP-30291,Human Resources,Recruiting Lead,Non-Binary,28,6,4348,52184,3,2,No,19,2,28,No
EMP-30292,Finance,Accountant,Non-Binary,50,20,7893,94716,3,2,No,31,1,43,Yes
EMP-30293,Engineering,Software Engineer,Male,58,1,4309,51716,3,1,Yes,36,5,24,Yes
EMP-30294,Sales,Sales Executive,Female,25,2,7551,90615,3,3,Yes,48,2,44,Yes
EMP-30295,Engineering,Software Engineer,Male,33,10,13593,163124,4,2,No,22,4,44,No
EMP-30296,Product,UX Designer,Non-Binary,36,14,10294,123531,3,3,No,52,3,17,No
EMP-30297,Sales,Account Manager,Male,46,22,11157,133893,3,3,No,47,2,4,No
EMP-30298,Human Resources,Recruiting Lead,Male,44,7,8564,102777,3,4,No,10,2,16,No
EMP-30299,Finance,Financial Analyst,Female,49,25,8069,96835,4,3,No,29,5,8,No
EMP-30300,Human Resources,HR Generalist,Non-Binary,42,11,9172,110064,4,3,No,24,5,43,No
EMP-30301,Marketing,SEO Specialist,Female,47,17,9311,111733,2,2,Yes,37,1,14,No
EMP-30302,Marketing,SEO Specialist,Female,32,5,11772,141268,1,2,No,21,3,2,No
EMP-30303,Finance,Controller,Female,35,3,6572,78873,3,2,Yes,33,5,7,Yes
EMP-30304,Engineering,Software Engineer,Non-Binary,25,3,12495,149946,3,1,No,31,4,33,No
EMP-30305,Product,Data Analyst,Female,60,8,12690,152283,2,2,No,12,5,43,No
EMP-30306,Product,UX Designer,Non-Binary,34,11,6753,81044,3,4,Yes,53,1,10,Yes
EMP-30307,Human Resources,Recruiting Lead,Male,44,20,9160,109925,3,1,No,59,3,19,No
EMP-30308,Sales,Sales Director,Non-Binary,52,18,13192,158306,2,3,Yes,59,3,31,No
EMP-30309,Marketing,SEO Specialist,Non-Binary,56,9,8630,103570,3,1,Yes,42,2,30,No
EMP-30310,Human Resources,People Partner,Non-Binary,38,16,12426,149123,4,1,No,10,4,12,No
EMP-30311,Finance,Financial Analyst,Female,44,5,10538,126460,4,2,No,60,4,40,No
EMP-30312,Finance,Controller,Non-Binary,51,19,9667,116009,3,4,No,23,3,22,No
EMP-30313,Human Resources,Recruiting Lead,Male,37,9,3796,45559,2,3,Yes,51,5,45,No
EMP-30314,Human Resources,HR Generalist,Non-Binary,43,20,8500,102011,2,2,Yes,49,5,14,Yes
EMP-30315,Sales,Sales Director,Non-Binary,23,1,5423,65079,4,3,No,55,3,31,No
EMP-30316,Human Resources,People Partner,Non-Binary,44,14,5047,60575,5,1,No,31,5,26,Yes
EMP-30317,Sales,Sales Director,Male,25,4,4058,48699,3,2,No,38,1,21,No
EMP-30318,Engineering,Engineering Lead,Male,30,3,8659,103918,3,2,Yes,8,2,29,No
EMP-30319,Sales,Sales Director,Non-Binary,53,3,9614,115371,3,3,No,24,4,23,No
EMP-30320,Engineering,Software Engineer,Male,26,2,9687,116251,3,2,Yes,40,4,35,No
EMP-30321,Engineering,Engineering Lead,Female,26,3,11362,136351,4,2,No,37,4,25,No
EMP-30322,Human Resources,Recruiting Lead,Non-Binary,40,3,9461,113535,5,2,Yes,26,2,5,No
EMP-30323,Product,Data Analyst,Non-Binary,56,13,8477,101726,3,4,No,58,5,18,No
EMP-30324,Product,Data Analyst,Non-Binary,41,6,9613,115366,3,2,No,33,1,22,Yes
EMP-30325,Sales,Sales Executive,Non-Binary,36,14,11117,133409,2,3,No,10,2,14,No
EMP-30326,Engineering,DevOps Engineer,Female,46,17,8517,102210,5,1,No,60,4,35,No
EMP-30327,Human Resources,People Partner,Non-Binary,43,6,8896,106760,2,2,No,6,2,10,Yes
EMP-30328,Human Resources,Recruiting Lead,Non-Binary,36,14,6684,80210,3,1,Yes,31,2,43,Yes
EMP-30329,Sales,Account Manager,Non-Binary,44,21,11442,137305,3,2,No,16,2,42,Yes
EMP-30330,Human Resources,Recruiting Lead,Non-Binary,24,1,6531,78382,3,2,No,50,5,31,Yes
EMP-30331,Sales,Account Manager,Male,30,3,9765,117188,3,4,No,6,3,11,No
EMP-30332,Engineering,DevOps Engineer,Female,43,11,6921,83057,5,3,Yes,42,4,30,No
EMP-30333,Marketing,Content Strategist,Male,48,16,9843,118127,3,4,No,55,5,27,No
EMP-30334,Marketing,Growth Marketer,Non-Binary,51,8,9513,114159,3,3,No,29,5,1,No
EMP-30335,Marketing,SEO Specialist,Non-Binary,38,14,9205,110465,4,2,Yes,44,1,45,Yes
EMP-30336,Finance,Controller,Female,44,18,8831,105980,5,2,Yes,47,4,11,Yes
EMP-30337,Finance,Accountant,Female,59,19,11149,133799,4,4,No,22,1,32,No
EMP-30338,Product,Data Analyst,Non-Binary,42,7,4396,52753,2,4,Yes,19,2,37,Yes
EMP-30339,Product,Product Manager,Male,54,16,4745,56942,4,2,Yes,20,3,28,Yes
EMP-30340,Engineering,QA Specialist,Non-Binary,26,1,9657,115888,3,4,No,57,2,14,No
EMP-30341,Sales,Account Manager,Female,51,1,5162,61947,3,2,Yes,37,4,5,No
EMP-30342,Human Resources,Recruiting Lead,Non-Binary,49,22,10532,126395,3,3,No,27,4,22,No
EMP-30343,Finance,Controller,Female,45,1,13482,161789,3,4,Yes,49,4,9,No
EMP-30344,Product,Product Manager,Female,29,5,9363,112363,3,4,No,9,5,15,No
EMP-30345,Sales,Sales Director,Female,30,6,5316,63797,4,1,No,47,5,42,No
EMP-30346,Sales,Sales Executive,Female,42,4,13292,159513,2,3,Yes,10,3,24,No
EMP-30347,Product,UX Designer,Female,31,1,12529,150359,3,3,Yes,35,4,40,No
EMP-30348,Human Resources,HR Generalist,Male,54,24,12210,146529,3,2,Yes,17,3,44,No
EMP-30349,Sales,Sales Director,Male,32,5,13340,160088,5,1,Yes,42,2,28,Yes
EMP-30350,Product,Product Manager,Non-Binary,38,3,5672,68072,4,1,Yes,28,2,23,Yes
EMP-30351,Marketing,SEO Specialist,Non-Binary,25,1,6833,82003,5,2,No,10,2,42,Yes
EMP-30352,Sales,Account Manager,Female,48,1,4693,56317,3,3,Yes,18,3,15,Yes
EMP-30353,Finance,Controller,Female,52,3,5957,71493,3,3,No,49,2,30,No
EMP-30354,Human Resources,HR Generalist,Male,53,8,6921,83057,4,1,Yes,14,1,11,Yes
EMP-30355,Product,Data Analyst,Male,54,3,6194,74332,1,2,No,40,1,11,No
EMP-30356,Finance,Financial Analyst,Non-Binary,56,21,9520,114244,4,3,No,24,3,11,No
EMP-30357,Finance,Financial Analyst,Non-Binary,58,19,4144,49731,3,1,Yes,17,3,26,No
EMP-30358,Product,Data Analyst,Male,28,4,5405,64871,3,2,No,36,1,20,No
EMP-30359,Product,Data Analyst,Male,52,3,3873,46487,4,2,Yes,44,1,33,Yes
EMP-30360,Human Resources,Recruiting Lead,Male,42,1,4973,59681,3,2,Yes,6,2,18,No
EMP-30361,Marketing,SEO Specialist,Female,49,1,9135,109630,2,4,No,54,4,23,Yes
EMP-30362,Product,UX Designer,Female,44,23,5426,65119,3,4,No,14,2,5,No
EMP-30363,Product,Product Manager,Male,47,1,12873,154477,2,2,Yes,10,1,21,Yes
EMP-30364,Product,UX Designer,Male,34,13,13109,157315,3,2,Yes,8,4,26,No
EMP-30365,Engineering,Software Engineer,Female,60,20,6818,81822,3,3,No,30,5,16,No
EMP-30366,Sales,Sales Executive,Male,51,2,4069,48837,3,3,No,38,1,2,No
EMP-30367,Engineering,QA Specialist,Non-Binary,25,4,5911,70939,3,2,Yes,59,1,26,Yes
EMP-30368,Finance,Accountant,Female,40,18,11324,135897,3,2,Yes,20,4,22,No
EMP-30369,Engineering,Engineering Lead,Male,31,9,13044,156531,4,4,Yes,48,3,36,No
EMP-30370,Product,UX Designer,Female,42,4,6060,72731,3,1,No,55,1,14,No
EMP-30371,Finance,Financial Analyst,Male,49,16,9677,116127,3,2,No,17,4,37,No
EMP-30372,Sales,Sales Executive,Male,56,1,4105,49265,3,2,No,33,3,34,Yes
EMP-30373,Human Resources,Recruiting Lead,Non-Binary,49,24,8988,107863,5,2,No,19,4,6,Yes
EMP-30374,Human Resources,HR Generalist,Male,51,11,7520,90246,4,3,No,30,1,8,No
EMP-30375,Finance,Accountant,Male,54,4,4961,59536,4,2,Yes,28,4,12,Yes
EMP-30376,Product,UX Designer,Non-Binary,35,12,7892,94708,4,1,No,12,1,20,Yes
EMP-30377,Engineering,DevOps Engineer,Female,26,1,9390,112685,3,2,Yes,55,3,22,Yes
EMP-30378,Product,UX Designer,Female,44,9,5666,67996,4,3,Yes,29,5,17,No
EMP-30379,Sales,Account Manager,Female,27,3,12564,150769,1,2,No,45,3,18,No
EMP-30380,Finance,Accountant,Non-Binary,48,14,4063,48756,1,4,Yes,10,5,27,No
EMP-30381,Sales,Sales Executive,Female,31,4,9458,113506,3,3,No,48,2,45,Yes
EMP-30382,Product,UX Designer,Non-Binary,35,7,12464,149574,3,3,Yes,42,3,44,No
EMP-30383,Engineering,DevOps Engineer,Female,23,1,8188,98266,3,4,Yes,39,1,5,Yes
EMP-30384,Product,UX Designer,Male,37,9,12665,151987,3,2,No,17,4,30,Yes
EMP-30385,Product,UX Designer,Male,53,19,7362,88348,4,3,Yes,24,2,39,No
EMP-30386,Marketing,Growth Marketer,Non-Binary,46,14,10042,120507,3,1,Yes,52,4,45,No
EMP-30387,Marketing,Growth Marketer,Male,52,11,5591,67092,3,4,Yes,31,1,42,No
EMP-30388,Sales,Account Manager,Female,51,19,10983,131804,4,3,No,42,2,15,No
EMP-30389,Engineering,Engineering Lead,Non-Binary,35,9,6239,74878,4,2,No,50,1,44,No
EMP-30390,Engineering,Software Engineer,Male,50,1,8830,105964,3,4,Yes,48,5,19,No
EMP-30391,Marketing,Growth Marketer,Female,26,2,4197,50367,4,4,No,40,3,6,No
EMP-30392,Marketing,Content Strategist,Non-Binary,37,11,11544,138537,3,1,Yes,45,2,31,Yes
EMP-30393,Finance,Accountant,Non-Binary,44,13,10941,131302,3,4,Yes,47,2,4,No
EMP-30394,Human Resources,Recruiting Lead,Female,39,15,11515,138188,3,3,No,38,5,9,No
EMP-30395,Product,Product Manager,Non-Binary,51,2,11124,133491,4,3,No,9,1,32,No
EMP-30396,Engineering,Software Engineer,Female,29,2,7034,84412,5,2,No,50,1,7,No
EMP-30397,Finance,Financial Analyst,Male,58,15,7717,92610,4,2,No,60,4,14,No
EMP-30398,Product,Data Analyst,Non-Binary,43,6,6384,76611,3,3,No,23,5,44,No
EMP-30399,Product,UX Designer,Female,22,1,8870,106440,3,4,Yes,26,2,12,Yes
EMP-30400,Engineering,DevOps Engineer,Male,57,1,9764,117168,5,3,No,35,5,38,Yes
EMP-30401,Human Resources,People Partner,Female,48,24,3963,47559,2,2,Yes,40,2,37,Yes
EMP-30402,Marketing,Growth Marketer,Male,48,10,8146,97757,4,3,Yes,11,1,1,Yes
EMP-30403,Product,UX Designer,Male,59,1,8632,103591,1,2,Yes,38,5,27,No
EMP-30404,Product,UX Designer,Non-Binary,36,3,4149,49795,3,3,Yes,41,5,16,Yes
EMP-30405,Marketing,SEO Specialist,Male,49,16,11642,139704,3,2,No,48,2,40,Yes
EMP-30406,Engineering,Engineering Lead,Female,39,11,8064,96769,3,1,No,30,3,44,No
EMP-30407,Finance,Controller,Male,54,4,8629,103556,5,2,No,41,3,1,No
EMP-30408,Engineering,DevOps Engineer,Female,43,5,11994,143932,2,2,Yes,30,5,15,Yes
EMP-30409,Sales,Sales Director,Female,38,12,5626,67522,5,2,No,19,2,1,No
EMP-30410,Product,Product Manager,Female,38,2,11750,141002,3,2,No,37,3,10,No
EMP-30411,Marketing,Growth Marketer,Female,52,12,5084,61013,2,3,Yes,35,5,38,No
EMP-30412,Engineering,QA Specialist,Male,47,24,12128,145541,3,4,Yes,13,4,28,Yes
EMP-30413,Marketing,Content Strategist,Male,56,12,11364,136377,3,3,Yes,34,2,15,Yes
EMP-30414,Sales,Sales Executive,Female,59,7,4864,58370,1,3,No,57,1,1,No
EMP-30415,Finance,Accountant,Male,35,5,13537,162455,1,3,Yes,22,2,13,Yes
EMP-30416,Sales,Sales Director,Male,56,17,6049,72596,3,2,Yes,13,3,42,No
EMP-30417,Finance,Controller,Male,39,15,6143,73720,3,3,No,53,1,31,No
EMP-30418,Finance,Controller,Female,56,1,13510,162131,5,3,No,28,3,20,No
EMP-30419,Product,Product Manager,Male,45,16,11021,132253,3,3,No,44,2,28,No
EMP-30420,Marketing,Content Strategist,Non-Binary,31,8,5915,70980,3,4,No,38,5,24,No
EMP-30421,Marketing,SEO Specialist,Male,55,18,6080,72968,3,3,Yes,43,4,40,No
EMP-30422,Human Resources,People Partner,Non-Binary,55,7,11152,133830,3,3,Yes,20,2,7,No
EMP-30423,Marketing,SEO Specialist,Non-Binary,48,12,12464,149578,3,1,Yes,13,3,1,Yes
EMP-30424,Human Resources,People Partner,Non-Binary,55,13,10717,128610,3,1,No,19,3,32,No
EMP-30425,Engineering,QA Specialist,Non-Binary,58,22,9559,114716,3,1,No,51,5,6,No
EMP-30426,Engineering,DevOps Engineer,Non-Binary,43,6,7140,85687,2,2,Yes,14,1,21,Yes
EMP-30427,Human Resources,HR Generalist,Non-Binary,50,10,5998,71987,3,4,Yes,43,5,17,No
EMP-30428,Finance,Accountant,Male,34,9,9898,118778,3,3,No,31,3,28,No
EMP-30429,Product,UX Designer,Male,26,4,4385,52629,3,2,Yes,14,1,2,Yes
EMP-30430,Product,UX Designer,Male,46,22,7857,94288,3,3,Yes,27,4,43,No
EMP-30431,Sales,Sales Director,Non-Binary,33,3,11720,140645,3,4,No,22,5,14,No
EMP-30432,Engineering,Engineering Lead,Non-Binary,47,1,12454,149457,2,1,Yes,24,5,34,Yes
EMP-30433,Product,Data Analyst,Male,50,7,13131,157572,4,2,No,53,4,36,No
EMP-30434,Product,Data Analyst,Male,52,17,7653,91845,3,3,No,10,4,28,No
EMP-30435,Finance,Controller,Male,60,7,9163,109965,2,2,No,45,5,7,Yes
EMP-30436,Marketing,Growth Marketer,Male,39,14,8504,102059,5,3,No,36,2,45,No
EMP-30437,Sales,Sales Director,Female,57,2,11878,142543,4,4,No,13,5,37,Yes
EMP-30438,Marketing,Growth Marketer,Female,44,3,9791,117499,2,3,No,52,4,29,No
EMP-30439,Finance,Controller,Non-Binary,37,15,6736,80840,3,2,Yes,43,4,33,Yes
EMP-30440,Sales,Sales Director,Male,47,6,11908,142898,3,1,Yes,37,5,42,No
EMP-30441,Product,UX Designer,Female,47,20,10738,128857,2,4,No,54,2,23,No
EMP-30442,Human Resources,People Partner,Female,33,2,5788,69466,4,3,No,7,2,33,No
EMP-30443,Engineering,Software Engineer,Male,43,10,8333,99998,3,2,Yes,24,5,4,Yes
EMP-30444,Human Resources,Recruiting Lead,Female,39,15,8450,101401,4,3,Yes,32,1,12,Yes
EMP-30445,Marketing,Content Strategist,Male,58,22,8174,98092,3,4,No,50,5,45,No
EMP-30446,Finance,Controller,Male,24,2,5089,61072,3,3,Yes,18,3,9,No
EMP-30447,Human Resources,People Partner,Non-Binary,47,1,4846,58161,4,3,No,52,1,2,Yes
EMP-30448,Marketing,Growth Marketer,Male,55,1,4907,58884,5,4,Yes,16,3,23,No
EMP-30449,Engineering,Software Engineer,Female,57,2,7952,95432,4,3,Yes,43,3,39,No
EMP-30450,Finance,Financial Analyst,Male,47,21,12317,147814,4,1,No,26,1,37,Yes
EMP-30451,Product,Data Analyst,Male,58,14,9563,114763,3,3,No,9,4,1,No
EMP-30452,Product,UX Designer,Non-Binary,31,10,13041,156501,3,2,No,6,4,45,Yes
EMP-30453,Human Resources,HR Generalist,Male,59,8,6016,72202,4,1,Yes,22,5,23,Yes
EMP-30454,Sales,Sales Executive,Non-Binary,38,2,11021,132257,2,4,Yes,35,1,31,Yes
EMP-30455,Finance,Controller,Female,46,5,11574,138893,3,3,No,30,1,5,No
EMP-30456,Sales,Account Manager,Non-Binary,30,1,10846,130153,3,1,No,42,3,5,No
EMP-30457,Human Resources,People Partner,Male,32,2,5037,60450,3,1,Yes,39,1,8,Yes
EMP-30458,Sales,Sales Director,Non-Binary,36,14,11172,134069,3,3,Yes,17,1,12,Yes
EMP-30459,Finance,Controller,Non-Binary,53,19,11621,139456,5,1,Yes,19,1,19,No
EMP-30460,Marketing,SEO Specialist,Female,57,22,11259,135115,3,3,Yes,59,1,38,No
EMP-30461,Product,Product Manager,Non-Binary,47,18,4278,51344,5,2,No,15,1,5,Yes
EMP-30462,Engineering,DevOps Engineer,Female,22,1,8173,98077,4,3,Yes,21,3,27,No
EMP-30463,Finance,Controller,Male,53,4,6553,78640,1,3,Yes,22,4,37,No
EMP-30464,Marketing,SEO Specialist,Female,23,2,3876,46514,3,3,No,58,5,3,No
EMP-30465,Sales,Sales Director,Female,38,11,8101,97215,3,3,No,41,1,32,No
EMP-30466,Finance,Accountant,Male,41,5,11015,132183,3,1,No,34,4,28,Yes
EMP-30467,Sales,Sales Director,Non-Binary,56,10,8710,104524,3,2,Yes,43,3,13,Yes
EMP-30468,Human Resources,Recruiting Lead,Female,30,9,10631,127577,3,2,No,48,4,34,No
EMP-30469,Engineering,DevOps Engineer,Non-Binary,46,5,10399,124790,4,4,Yes,12,4,25,Yes
EMP-30470,Product,Data Analyst,Female,49,1,12138,145662,2,3,Yes,22,4,36,No
EMP-30471,Product,Data Analyst,Female,52,21,4252,51025,2,2,Yes,58,4,32,No
EMP-30472,Marketing,Content Strategist,Male,26,3,12726,152722,5,4,Yes,10,2,21,Yes
EMP-30473,Sales,Sales Executive,Female,31,6,12791,153501,4,3,Yes,38,3,34,No
EMP-30474,Marketing,SEO Specialist,Female,26,4,5713,68560,2,4,Yes,26,2,1,No
EMP-30475,Product,Product Manager,Female,34,13,4707,56489,2,1,No,28,4,2,Yes
EMP-30476,Finance,Financial Analyst,Female,31,4,5382,64585,2,3,Yes,5,5,6,No
EMP-30477,Finance,Accountant,Female,36,12,4940,59287,4,2,Yes,22,1,35,No
EMP-30478,Human Resources,People Partner,Male,38,7,11187,134248,4,2,No,42,5,10,No
EMP-30479,Marketing,Content Strategist,Male,28,1,8414,100978,5,1,Yes,18,4,40,No
EMP-30480,Product,Data Analyst,Non-Binary,27,5,4941,59293,3,4,No,14,3,11,No
EMP-30481,Marketing,Growth Marketer,Non-Binary,49,7,11169,134034,3,3,No,23,3,9,No
EMP-30482,Product,UX Designer,Non-Binary,55,18,5319,63835,2,3,No,57,2,21,No
EMP-30483,Product,Product Manager,Male,42,7,7321,87852,2,4,Yes,40,1,22,Yes
EMP-30484,Sales,Account Manager,Female,45,8,9801,117616,4,2,No,15,1,17,Yes
EMP-30485,Human Resources,Recruiting Lead,Female,46,23,4233,50801,3,3,No,24,3,45,No
EMP-30486,Human Resources,HR Generalist,Non-Binary,30,1,10585,127020,3,2,Yes,50,4,36,Yes
EMP-30487,Sales,Sales Executive,Female,30,7,5152,61828,2,3,No,58,3,6,No
EMP-30488,Marketing,Content Strategist,Male,29,1,12545,150548,3,2,No,27,2,38,No
EMP-30489,Finance,Accountant,Female,44,23,8789,105471,3,4,Yes,9,5,40,No
EMP-30490,Engineering,Software Engineer,Non-Binary,45,8,6230,74764,4,4,No,15,5,28,No
EMP-30491,Human Resources,HR Generalist,Male,23,1,11901,142820,3,3,Yes,23,3,39,No
EMP-30492,Marketing,SEO Specialist,Non-Binary,56,23,7637,91654,4,3,Yes,51,5,34,No
EMP-30493,Human Resources,People Partner,Female,25,2,5012,60152,3,3,No,43,3,14,No
EMP-30494,Sales,Sales Director,Male,53,10,10121,121463,4,4,Yes,18,1,11,Yes
EMP-30495,Sales,Sales Director,Female,38,2,13360,160321,3,2,Yes,48,1,20,Yes
EMP-30496,Product,Data Analyst,Male,47,18,8810,105728,3,2,No,21,1,30,Yes
EMP-30497,Human Resources,Recruiting Lead,Female,44,13,3886,46641,1,4,No,50,2,11,No
EMP-30498,Finance,Financial Analyst,Male,33,11,10795,129543,3,1,Yes,59,5,27,No
EMP-30499,Finance,Financial Analyst,Female,57,9,12079,144949,3,2,Yes,43,2,13,No
EMP-30500,Marketing,SEO Specialist,Female,59,14,9975,119700,2,3,No,30,4,3,No
EMP-30501,Finance,Accountant,Male,28,2,5960,71526,3,4,Yes,26,5,18,No
EMP-30502,Finance,Financial Analyst,Male,55,22,7128,85538,5,3,No,11,2,17,Yes
EMP-30503,Engineering,Engineering Lead,Non-Binary,37,15,9837,118050,3,2,Yes,24,5,15,No
EMP-30504,Marketing,SEO Specialist,Non-Binary,28,1,11278,135347,3,2,No,28,5,41,No
EMP-30505,Finance,Accountant,Male,26,5,6445,77341,3,3,Yes,18,4,13,No
EMP-30506,Human Resources,Recruiting Lead,Non-Binary,53,6,9089,109076,3,2,No,35,4,24,No
EMP-30507,Marketing,SEO Specialist,Female,26,2,12853,154241,4,1,No,43,1,38,Yes
EMP-30508,Finance,Financial Analyst,Non-Binary,56,10,5706,68482,3,2,Yes,17,2,39,Yes
EMP-30509,Product,UX Designer,Female,29,6,13207,158493,1,1,Yes,19,5,7,Yes
EMP-30510,Finance,Financial Analyst,Female,40,6,11935,143223,2,4,No,44,2,5,No
EMP-30511,Finance,Controller,Male,27,1,13187,158247,4,4,Yes,56,4,17,No
EMP-30512,Product,Data Analyst,Male,41,20,9983,119801,5,2,No,19,5,43,No
EMP-30513,Human Resources,Recruiting Lead,Non-Binary,58,13,8793,105527,3,2,Yes,7,5,44,Yes
EMP-30514,Engineering,DevOps Engineer,Male,51,6,8472,101668,3,3,Yes,28,5,25,No
EMP-30515,Human Resources,HR Generalist,Female,45,20,8872,106469,2,3,No,28,4,40,No
EMP-30516,Human Resources,Recruiting Lead,Male,29,2,11191,134298,3,3,Yes,58,4,44,No
EMP-30517,Product,Product Manager,Non-Binary,48,1,12675,152106,5,2,No,31,5,36,No
EMP-30518,Product,Data Analyst,Non-Binary,48,25,4436,53236,1,3,No,48,5,31,No
EMP-30519,Marketing,SEO Specialist,Female,52,19,6954,83449,4,4,Yes,59,4,18,No
EMP-30520,Human Resources,HR Generalist,Male,46,7,5392,64710,3,3,No,56,3,39,No
EMP-30521,Marketing,SEO Specialist,Female,55,15,10913,130959,4,2,No,57,5,41,No
EMP-30522,Human Resources,People Partner,Male,44,12,12946,155357,3,3,No,59,4,17,No
EMP-30523,Product,Product Manager,Non-Binary,30,5,4006,48082,4,2,No,15,5,42,Yes
EMP-30524,Product,UX Designer,Non-Binary,55,20,8101,97214,3,2,No,26,1,16,Yes
EMP-30525,Marketing,Growth Marketer,Non-Binary,24,2,9484,113809,1,2,Yes,17,5,24,No
EMP-30526,Finance,Financial Analyst,Male,60,4,6455,77463,3,2,Yes,49,3,2,No
EMP-30527,Human Resources,HR Generalist,Male,39,3,7592,91104,1,4,Yes,16,3,2,No
EMP-30528,Engineering,DevOps Engineer,Female,45,17,6267,75206,4,2,No,18,2,19,No
EMP-30529,Human Resources,Recruiting Lead,Non-Binary,49,9,11304,135656,5,3,No,60,4,3,No
EMP-30530,Sales,Account Manager,Male,58,20,8933,107198,3,2,Yes,55,1,37,Yes
EMP-30531,Engineering,Software Engineer,Male,23,1,10612,127350,3,1,Yes,48,5,21,Yes
EMP-30532,Marketing,SEO Specialist,Female,59,15,8946,107360,3,2,Yes,20,1,28,Yes
EMP-30533,Marketing,Content Strategist,Female,50,21,7804,93654,3,4,Yes,59,3,2,No
EMP-30534,Marketing,SEO Specialist,Non-Binary,33,7,4096,49155,2,2,No,60,5,31,Yes
EMP-30535,Human Resources,HR Generalist,Female,27,6,12992,155905,5,3,Yes,15,5,12,Yes
EMP-30536,Product,UX Designer,Male,35,10,4949,59390,2,2,No,28,5,42,No
EMP-30537,Marketing,SEO Specialist,Male,35,4,9191,110303,3,3,Yes,26,5,1,No
EMP-30538,Engineering,Software Engineer,Non-Binary,47,21,7718,92627,2,1,No,22,1,32,Yes
EMP-30539,Human Resources,People Partner,Male,56,22,10800,129605,3,3,No,37,2,1,Yes
EMP-30540,Finance,Accountant,Female,35,7,13209,158517,3,2,Yes,60,3,17,No
EMP-30541,Human Resources,HR Generalist,Non-Binary,25,1,5815,69791,2,2,Yes,55,4,17,Yes
EMP-30542,Engineering,Engineering Lead,Female,55,11,11899,142794,3,3,No,22,1,36,No
EMP-30543,Finance,Accountant,Non-Binary,59,7,4011,48139,2,2,Yes,34,3,28,Yes
EMP-30544,Product,UX Designer,Male,49,20,10576,126919,4,1,No,15,2,42,Yes
EMP-30545,Sales,Sales Director,Non-Binary,47,13,5889,70668,3,4,Yes,20,3,26,No
EMP-30546,Engineering,DevOps Engineer,Male,50,20,10769,129235,3,3,No,56,1,12,No
EMP-30547,Sales,Sales Executive,Male,29,3,13213,158558,5,3,Yes,10,5,21,Yes
EMP-30548,Marketing,Content Strategist,Male,27,6,9557,114690,2,1,No,38,2,4,Yes
EMP-30549,Engineering,Software Engineer,Non-Binary,37,2,13684,164215,5,2,No,50,4,14,No
EMP-30550,Marketing,Growth Marketer,Female,60,15,13416,160995,3,3,Yes,22,3,41,No
EMP-30551,Sales,Sales Director,Male,45,3,9602,115226,2,1,Yes,53,5,9,Yes
EMP-30552,Marketing,Content Strategist,Non-Binary,44,4,9259,111118,3,4,No,46,4,44,No
EMP-30553,Finance,Controller,Non-Binary,27,3,13637,163654,3,1,Yes,37,1,37,Yes
EMP-30554,Product,Data Analyst,Female,41,9,11851,142221,3,2,No,5,3,33,No
EMP-30555,Finance,Controller,Male,42,1,9325,111901,3,3,No,31,3,3,No
EMP-30556,Marketing,Content Strategist,Female,48,20,7694,92331,3,2,Yes,28,3,33,No
EMP-30557,Engineering,DevOps Engineer,Non-Binary,31,8,8541,102493,4,2,No,45,4,32,No
EMP-30558,Finance,Financial Analyst,Female,40,4,5128,61540,3,2,No,52,5,16,No
EMP-30559,Human Resources,People Partner,Male,23,2,4428,53142,4,4,No,43,3,36,No
EMP-30560,Finance,Controller,Non-Binary,48,15,13540,162491,3,3,Yes,32,4,9,Yes
EMP-30561,Finance,Accountant,Female,53,4,5432,65190,3,3,No,6,2,29,No
EMP-30562,Marketing,SEO Specialist,Non-Binary,23,2,7039,84469,2,2,Yes,36,2,44,Yes
EMP-30563,Marketing,Content Strategist,Male,40,12,4986,59834,3,2,Yes,36,1,4,Yes
EMP-30564,Marketing,Growth Marketer,Non-Binary,37,10,7607,91293,3,4,No,32,2,8,No
EMP-30565,Finance,Controller,Male,35,6,12426,149114,5,3,No,31,5,4,No
EMP-30566,Finance,Accountant,Male,41,19,4751,57013,1,2,Yes,23,2,6,Yes
EMP-30567,Marketing,Growth Marketer,Non-Binary,52,18,7256,87081,4,1,No,42,2,15,Yes
EMP-30568,Human Resources,HR Generalist,Non-Binary,37,3,11048,132586,3,1,No,46,1,6,Yes
EMP-30569,Marketing,SEO Specialist,Male,60,3,4764,57168,2,3,Yes,7,2,26,Yes
EMP-30570,Engineering,DevOps Engineer,Non-Binary,37,7,9983,119798,3,2,Yes,16,1,43,Yes
EMP-30571,Sales,Sales Director,Non-Binary,50,17,5602,67224,5,4,Yes,40,5,40,Yes
EMP-30572,Marketing,Growth Marketer,Female,55,4,11971,143656,4,3,No,30,2,18,No
